email_domain,Company Website,company,industry,mx_provider,leads_count,Website Summary
micromanos.com,https://www.micromanos.com,MicroManos Corp.,HR and Recruiting Services,Custom/Self-hosted,3,
midatlanticrf.com,https://www.midatlanticrf.com,"Mid-Atlantic RF Systems, Inc.",Air Couriers and Cargo Services,Custom/Self-hosted,3,
midatlanticxpress.com,https://www.midatlanticxpress.com,Mid Atlantic Express Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
midcont.com,https://www.midcont.com,Midcont,Air Couriers and Cargo Services,Custom/Self-hosted,3,
midstatesystems.com,https://www.midstatesystems.com,Mid State Systems Inc.,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,
midwesterntrading.com,https://www.midwesterntrading.com,Midwestern Trading Inc.,Freight Hauling (Rail and Truck),Google Workspace,3,"Midwestern Trading offers third party logistics (3PL) services, with a focus on warehousing and handling, integrating operation, warehousing and transportation services that can be scaled and customized based on market conditions and delivery service requirements. Their services include warehousing with flexible layouts (block-stacked storage and food hygiene standard racked warehousing), AIB distribution center certification, quality assurance, and tracking from delivery to final destination. They provide freight coordination, appointment scheduling, driver dispatch, and order tracking in transit. They offer flat bed, refrigerated, and van equipment, and handle load pickup, dispatch, and delivery; they emphasize on-time deliveries and 24/7 warehouse management software and current communication technologies. They provide order fulfillment services including shipping, warehousing, eCommerce fulfillment, kitting, and related services. Additional offerings include affiliations with various industries and certifications, on-demand warehouse with flexible layouts, and information on locations. They present themselves as a licensed, insured 3PL provider with embedded value-added services related to production or procurement of goods. Their ideal client profile, specific sectors served, target buyers, geographic markets, pricing structure, and explicit differentiation beyond standard logistics are not explicitly provided. Explicitly stated metrics or proofs include 24/7 software use, AIB certification, and general emphasis on on-time deliveries and professional coordination. The content does not specify exact industries served, geographic markets beyond Iowa-related references, or contract terms, pricing models, or scales beyond scalable and customized services. The page references locations and affiliations but does not enumerate concrete ICP characteristics, case examples, or quantified metrics beyond on-time delivery assertion."
millerexpedited.com,https://www.millerexpedited.com,Miller Expedited Freight Inc,Transportation & Storage Other,Custom/Self-hosted,1,"Miller Expedited Freight, Inc. provides transportation services across North America, serving the 48 contiguous states, Alaska, Hawaii, Puerto Rico, and Canada. They offer air shipments (including air charter service and indirect air carrier activities), expedited ground service, road shipments, truckload service, inside pick-up and delivery, lift gate service, and storage/warehouse facilities on a short- or long-term basis. Equipment includes cargo vans, sprinter vans, straight trucks, and tractor trailers. They claim 24-hour, year-round customer service and a Canadian authority, plus an approved automotive carrier with SCAC MLWS. They use Motive ELDs in all trucks. Online tracking is available for air shipments. Contact for road shipments is 833-883-0481 or dispatch@millerexpedited.com. They position themselves as prioritizing service with a service-first, hassle-free, and high-priority approach for every shipment. They indicate ready-to-quote via a ""Ready for a Quote"" link. They indicate they hire and employ certified and experienced employees, and offer opportunities for owner-operators and company drivers, with 24/7/365 staffing for customers and drivers. They reference a quote page and a page on quotes. They claim 24/7/365 support for customers and drivers. They mention being trusted by clients and providing attentive service to ensure top-quality shipments and timely services. They note a prior visit by Motive staff in June 2023 and express appreciation for feedback and testing with Motive ELD development. They do not provide explicit ICP, target industries, pricing models, contract structures, case studies, metrics, rankings, or proof beyond the stated capabilities, geographic coverage, and equipment. They do not explicitly state specific buyer roles or departments beyond dispatch contact and customer service. They explicitly differentiate themselves by a service-first, hassle-free, and priority-for-every-shipment approach, 24/7/365 support, Canadian authority, Motive ELD integration, and a broad service portfolio including air, ground, storage, and warehousing. If any ICP, primary specialization, pricing models, formal proof, or detailed industry sectors are not provided beyond generic service claims and geographic coverage."
mind-find.com,https://www.mind-find.com,Mindfind,HR and Recruiting Services,A-record Fallback,3,
misource.net,https://www.misource.net,"MISource, Inc.",HR and Recruiting Services,Custom/Self-hosted,2,"MiSourceUnites talent with technology through IT staffing and recruiting services with over 25 years of experience (since 1999). The company’s stated mission is to facilitate a meaningful connection between candidates and corporate clients by maintaining a deep network of elite IT professionals, understanding individual career and life goals to unite candidates with top employers. Core specialization is IT staffing and recruiting across IT, GRC, Telecom, and Professional Services. Services and offerings mentioned include: helping organizations identify top technical and cultural fit (Employer services), career tools and associate login (Employee resources), and MiSource IT Blog (itBlog) for industry news. Explicit client testimonials describe placements ranging from entry level Engineers to Engineering Managers and satisfaction with timeliness, quality, and staffing outcomes. The ideal client characteristics and ICP are not explicitly defined beyond “top employers” and the emphasis on IT talent, culture fit, and long-lasting relationships. Industries/sectors explicitly served include information technology, governance, risk and compliance (GRC), telecommunications, and professional services; references mention Fortune 500 defense contractors, leading retail organizations, IT solutions and telecommunications companies, and defense contractors as clients. Roles or departments targeted as buyers are not explicitly specified beyond general client needs for IT staffing and HR personnel; the content references HR managers in client organizations in testimonials. Differentiation is described implicitly through “deepest network of elite IT professionals,” focus on aligning career and life goals, and emphasis on culture fit and detailed skills requirements; explicit differentiators are not numerically quantified. Delivery model, engagement structure, pricing model, or contract structure are not stated. Geographic markets served or limitations are not specified beyond national scope suggested by client references (Fortune 500 companies); no explicit geographic map or region list. Quantitative metrics provided include “over 25 years of experience” and testimonials noting successful fills and staffing outcomes; no formal certifications, rankings, or formal proof metrics are listed. The content does not provide explicit ICP details, defined geography, scale metrics, or formal proof beyond client testimonials and industry sectors referenced. If any ICP, specialization, geography, scale, or proof are intended, they are not explicitly stated."
misproductions.com,https://www.misproductions.com,Mis Productions,HR and Recruiting Services,Custom/Self-hosted,3,
mitchellandsons.com,https://www.mitchellandsons.com,Mitchell & Sons Moving Inc,Freight Hauling (Rail and Truck),Google Workspace,3,
mjsk.com,https://www.mjsk.com,"Miller Johnson Steichen Kinnard, Inc.","HR, Recruiting and Payroll Services",A-record Fallback,3,
mobile-mart.com,https://www.mobile-mart.com,Leggett Mobile Mart,Transportation & Storage Other,Custom/Self-hosted,3,
modelserviceagency.com,https://www.modelserviceagency.com,Models Service Agency,HR and Recruiting Services,A-record Fallback,3,
morelandsolutions.com,https://www.morelandsolutions.com,Moreland Business Solutions,"HR, Recruiting and Payroll Services",Custom/Self-hosted,3,
mossltd.com,https://www.mossltd.com,Moss Search,HR and Recruiting Services,Google Workspace,3,
motorcitycarwash.com,https://www.motorcitycarwash.com,Motor City Car Wash,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,"Summary:
The page offers a region selector with options for FLORIDA, MICHIGAN, and COMING SOON, indicating the company operates or plans to operate in these regions. The title and header identify the business as West Miami Car Wash, described as the “Home - Best Car Wash in Miami, Coral Gables, Florida,” suggesting a focus on car washing services in the Miami/Coral Gables area. No other explicit services, programs, offerings, ICP characteristics, industries served, buyer roles, engagement models, pricing, contracts, geographic markets beyond the regional selector, metrics, certifications, or proof are stated on the provided text. There is no concrete information about years, case examples, client sectors, or differentiation beyond the claim of being the “Best Car Wash in Miami, Coral Gables.” Explicitly not provided: detailed ICP, specialization, differentiation specifics, geographic scope beyond the listed regional options, scale metrics, proof, pricing, or contractual structure."
mountainmoverstl.com,https://www.mountain-movers.org,Mountain Movers,Freight Hauling (Rail and Truck),Custom/Self-hosted,2,
movingmaninc.com,https://www.movingmaninc.com,The Moving Man Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
movn4u.com,https://www.movn4u.com,Moving Connection Inc,Freight Hauling (Rail and Truck),A-record Fallback,3,
mpw-inc.com,https://www.mpw-inc.com,Metro Park Warehouses Inc,Warehousing and Storage,A-record Fallback,3,
mr-monticello.com,https://www.mr-monticello.com,The Monicello Group,HR and Recruiting Services,Custom/Self-hosted,3,
mr-richmond.com,https://www.mr-richmond.com,Management Recruiters of Richmond,HR and Recruiting Services,A-record Fallback,2,
mrbirmingham.com,https://www.mrbirmingham.com,Management Recruiters of Birmingham,HR and Recruiting Services,Custom/Self-hosted,2,
mrcortez.com,https://www.mrcortez.com,Mr Cortez,HR and Recruiting Services,Custom/Self-hosted,3,
mrctv.com,https://www.mrctv.com,Management Recruiters of Centerville,HR and Recruiting Services,Custom/Self-hosted,3,
mrdallas.com,https://www.mrdallas.com,Management Recruiters of Dallas-northwest,"HR, Recruiting and Payroll Services",Custom/Self-hosted,3,
mrelgin.com,https://www.mrelgin.com,Management Recruiters of Elgin,HR and Recruiting Services,A-record Fallback,3,
mrhuntington.com,https://www.mrhuntington.com,Management Recruiters of Huntingtonb,HR and Recruiting Services,Custom/Self-hosted,3,
mriatlanta.com,https://www.mriatlanta.com,Management Recruiters of Atlanta Windward,HR and Recruiting Services,A-record Fallback,3,
mricolorado.com,https://www.mricolorado.com,Management Recruiters International Companies,HR and Recruiting Services,Custom/Self-hosted,3,
mricordova.com,https://www.mricordova.com,"Management Recruiters of Cordova , Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
mridfw.com,https://www.mridfw.com,Management Recruiters of Lbj Park/Dallas,HR and Recruiting Services,A-record Fallback,3,
mrifoodjobs.com,https://www.mrifoodjobs.com,Management Recruiters of El Dorado Hills,HR and Recruiting Services,Custom/Self-hosted,3,
mrikc.com,https://www.mrikc.com,Management Recruiters of Overland Park,HR and Recruiting Services,Custom/Self-hosted,1,
mrilansingmi.com,https://www.mrilansingmi.com,Management Recruiters of Lansing,HR and Recruiting Services,A-record Fallback,3,
mrimarketing.com,https://www.mrimarketing.com,Management Recruiters of Northern Palm Beaches,HR and Recruiting Services,Custom/Self-hosted,3,
mrinaples.com,https://www.mrinaples.com,Management Recruiters of Naples,HR and Recruiting Services,GoDaddy,3,
mrindianapolis.com,https://www.mrindianapolis.com,"Management Recruiters, International",HR and Recruiting Services,A-record Fallback,3,
mriorangecounty.com,https://www.mriorangecounty.com,Management Recruiters of Laguna Hills,HR and Recruiting Services,A-record Fallback,3,
mriphoenix.com,https://www.mriphoenix.com,Sales Consultants of Phoenix-North,HR and Recruiting Services,Custom/Self-hosted,3,
mrirecruiter.com,https://www.mrirecruiter.com,"Management Recruiters of Melbourne, Inc",HR and Recruiting Services,Custom/Self-hosted,3,
mrisandias.com,https://www.mrisandias.com,Management Recruiters of of the Sandias,HR and Recruiting Services,Google Workspace,3,
mriseattle.com,https://www.mriseattle.com,Management Recruiters of Seattle,HR and Recruiting Services,A-record Fallback,3,
mrisussex.com,https://www.mrisussex.com,Management Recruiters of Rehoboth Beach,HR and Recruiting Services,Custom/Self-hosted,3,
mritc.net,https://www.mritc.net,MRI of Traverse City,HR and Recruiting Services,A-record Fallback,3,
mrjobsearch.com,https://www.mrjobsearch.com,Management Recruiters of Ocean,HR and Recruiting Services,A-record Fallback,3,"Summary:
MrJobSearch.com appears to be a job search and employment services website. The page text provided does not contain explicit information detailing an ICP (ideal customer profile), core specialization, or a clearly defined set of services, programs, or offerings. There is no stated differentiation, delivery model, engagement structure, pricing model, contract structure, geographic markets, metrics, case examples, certifications, rankings, or proof. No years, industry sectors, company categories, buyer roles or departments, or explicit client characteristics are described. Consequently, there is no explicit ICP, specialization, differentiation, geography, scale, or proof provided within the supplied content."
mrmayberry.com,https://www.mrmayberry.com,Management Recruiters of Mayberry,HR and Recruiting Services,Custom/Self-hosted,3,
mrmontco.com,https://www.mrmontco.com,Management Recruiters of Fort Washington (Montco),HR and Recruiting Services,Custom/Self-hosted,3,
mrnational.com,https://www.mrnational.com,Management Recruiters of Sacramento South,HR and Recruiting Services,Custom/Self-hosted,2,
mrredlands.com,https://www.mrredlands.com,Management Recruiters of Redlands,HR and Recruiting Services,A-record Fallback,3,
mrtampanorth.com,https://www.mrtampanorth.com,Management Recruiters of Tampa North,HR and Recruiting Services,Custom/Self-hosted,3,
mrthh.com,https://www.mrthh.com,M R T Heavy Hauling,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
msigroup.org,https://www.msigroup.org,"MedSearch, Inc.",HR and Recruiting Services,GoDaddy,3,
mslogistix.com,https://www.mslogistix.com,M&S Logistics Inc,Transportation & Storage Other,Custom/Self-hosted,3,
mtnsearch.com,https://www.mtnsearch.com,Mountain Search Staffing Executive Recruiter,HR and Recruiting Services,A-record Fallback,3,
mufson.com,https://www.mufson.com,"Mufson Associates, Inc.",HR and Recruiting Services,Custom/Self-hosted,1,
multigent.com,https://www.multigent.com,Multigent Corporation,HR and Recruiting Services,A-record Fallback,3,
murphymoving.com,https://www.murphymoving.com,Murphy Moving and Storage Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
murphywarehouse.com,https://www.murphywarehouse.com,Murphy Warehouse Company,Warehousing and Storage,Custom/Self-hosted,3,
mvpconsulting.com,https://www.mvpconsulting.com,Mvp Consulting,HR and Recruiting Services,Google Workspace,3,
mvptrans.com,https://www.mvptrans.com,MVP Transportation,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
myatb.com,https://www.myatb.com,American Travel Bureau,HR and Recruiting Services,Custom/Self-hosted,2,
myersgroupinc.com,https://www.myersgroupinc.com,Management Recruiters of Kankakee County,HR and Recruiting Services,A-record Fallback,3,
mylodestar.com,https://www.mylodestar.com,"Lodestar Consulting, Llc",HR and Recruiting Services,Custom/Self-hosted,3,
mypsr.com,https://www.mypsr.com,Professional Staffing Resources,HR and Recruiting Services,Custom/Self-hosted,3,
nasonsearch.com,https://www.nasonsearch.com,Nason & Nason,HR and Recruiting Services,A-record Fallback,3,
nationalcarriers.net,https://www.nationalcarriers.net,National Carriers Inc,Freight Hauling (Rail and Truck),Google Workspace,1,
nationaldistributors.com,https://www.nationaldistributors.com,National Distributors Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
nationalpaymentsolutions.com,https://www.nationalpaymentsolutions.com,"National Payment Solutions, Llc",HR and Recruiting Services,Custom/Self-hosted,2,
nationaltransfer.com,https://www.nationaltransfer.com,National Transfer,Freight Hauling (Rail and Truck),A-record Fallback,3,
nationwidefreightsystems.com,https://www.nationwidefreightsystems.com,Nationwide Freight Systems,Transportation & Storage Other,Custom/Self-hosted,1,
nationwidejobs.com,https://www.nationwidejobs.com,Nationwide Staffing Svc,HR and Recruiting Services,Zoho,3,
navigaservices.com,https://www.navigaservices.com,Naviga Business Services,HR and Recruiting Services,Google Workspace,3,
naxinc.com,https://www.naxinc.com,North American Express Trnsprt,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
nbmedia.com,https://www.nbmedia.com,"Newbay Media, Llc",Transportation & Storage Other,Google Workspace,1,
ndc-nfi.com,https://www.ndc-nfi.com,National distribution Centers,Transportation & Storage Other,A-record Fallback,3,
ndgusa.com,https://www.ndgusa.com,New Dimension Group,HR and Recruiting Services,GoDaddy,2,
neghq.com,https://www.neghq.com,Northeastern Executive Group,HR and Recruiting Services,Custom/Self-hosted,3,
nelsonfreight.com,https://www.nelsonfreight.com,Nelson Motor Freightways,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
nerinc.com,https://www.nerinc.com,"National Engineering Resources, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
netbriefings.com,https://www.netbriefings.com,NetBriefings,HR and Recruiting Services,Custom/Self-hosted,3,
neurosearch.org,https://www.neurosearch.org,"Neurosearch A Division Of Diedre Moire Corporation, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
newvisionsales.com,https://www.newvisionsales.com,New Vision Sales Inc.,HR and Recruiting Services,Custom/Self-hosted,3,
newworldtrans.com,https://www.newworldtrans.com,"New World Transportation Services, Inc.",Air Couriers and Cargo Services,Custom/Self-hosted,3,
nexerasolution.com,https://www.nexerasolution.com,Nexera Solutions,HR and Recruiting Services,A-record Fallback,3,
nextdaystaffing.com,https://www.nextdaystaffing.com,NextDay Staffing Inc.,HR and Recruiting Services,A-record Fallback,3,"Summary:
Next Day Staffing provides staffing services with a focus on delivering temporary and permanent staffing solutions. The site positions the company as specializing in rapid, on-demand staffing to meet immediate workforce needs. It emphasizes quick placement and flexible staffing models to support client operations.

Core specialization: On-demand staffing and rapid placement services for immediate workforce needs.

All services, programs, and offerings: The page references staffing services and the ability to fulfill staffing requirements quickly, suggesting a focus on temporary staffing and potentially other staffing arrangements, but does not enumerate additional distinct programs or offerings beyond general on-demand staffing and rapid placement.

Ideal client characteristics: The site implies clients needing fast, flexible staffing solutions to cover immediate labor needs, though it does not provide explicit, detailed ICP demographics or firmographic criteria.

Industries, sectors, and company categories served: The site does not explicitly list industries, sectors, or company categories served.

Roles or departments targeted as buyers: The site does not explicitly identify specific roles or departments as buyers.

Differentiation: The site asserts rapid, on-demand staffing as its differentiator, emphasizing speed and flexibility in providing workers.

Delivery model, engagement structure, pricing model, or contract structure: The site suggests an on-demand staffing delivery model with rapid placement, but does not provide explicit details on engagement structure, pricing, or contract terms.

Geographic markets served or limitations: The site does not explicitly state geographic markets served or regional limitations.

Years, metrics, case examples, certifications, rankings, or proof: The site does not provide years, performance metrics, case examples, certifications, rankings, or explicit proof.

Explicit non-provision statements: The site does not provide explicit ICP details, industry specificity, geographic markets, or proof metrics beyond general statements about rapid, on-demand staffing.

Overall, the content provides a general claim of on-demand staffing capabilities and rapid placement as distinguishing factors, but lacks explicit, detailed information on ICP, industries served, engagement terms, geographic scope, or supporting metrics."
nor-e.com,https://www.nor-e.com,"Nor E First Response, Inc.",Warehousing and Storage,A-record Fallback,1,
nortekcomputers.com,https://www.nortekcomputers.com,Nortek Computers,HR and Recruiting Services,A-record Fallback,2,
northamericanfund.com,https://www.northamericanfund.com,"North American Business Development Companies, L.L.C.",HR and Recruiting Services,Custom/Self-hosted,3,
northernlogisticsinc.com,https://www.northernlogisticsinc.com,Gateway Expediting,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
northwestmotorsport.com,https://www.northwestmotorsport.com,Northwest Motorsport Inc,Transportation & Storage Other,Custom/Self-hosted,3,
norwoodmoving.com,https://www.norwoodmoving.com,Norwood Moving Systems Inc.,Warehousing and Storage,Custom/Self-hosted,3,
notsservices.com,https://www.notsservices.com,Nots Logistics Llc,Freight Hauling (Rail and Truck),Google Workspace,3,
novaktruckingservice.com,https://www.novaktruckingservice.com,Novak Trucking Service Llc,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,
nubiantransportmanagement.com,https://www.nubiantransportmanagement.com,"Nubian Transport Management, Inc.",Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
nwtf.net,https://www.nwtf.net,National Wild Turkey Federation - Nwtf,HR and Recruiting Services,Custom/Self-hosted,1,
nycetrucking.com,https://www.nycetrucking.com,New York Carolina Express,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,
obdp.org,https://www.obdp.org,Oregon Bridge Delivery Prtnrs,Transportation & Storage Other,Google Workspace,3,
oceanairtravel.com,https://www.oceanairtravel.com,Ocean Air Travel,HR and Recruiting Services,Custom/Self-hosted,3,
oceansummit.com,https://www.oceansummittravel.com,Ocean Summit Travel,HR and Recruiting Services,Google Workspace,3,
oceansys.com,https://www.oceansys.com,Ocean Systems,Transportation & Storage Other,Google Workspace,3,"Ocean Systems, Inc. specializes in BSA / AML Compliance and Electronic Funds Transfer (EFT) applications for the financial sector and banking industry. Its product suites include FedLink, a FRB Certified wire transfer automation system focused on compliance; ECS, an Enhanced Compliance Solution covering onboarding, customer risk assessment, enhanced due diligence (EDD) reviews, and AML transaction monitoring; and OFAC / EDD, watch list, OFAC, and EDD screening software that scans customers and related parties against sanction lists, PEP, and negative media with real-time transaction screening to reduce exposure and minimize false positives. The company lists additional capabilities and modules including AML / BSA Monitoring, Artificial Intelligence, Watch List / OFAC / PEP Screening, Onboarding, EDD and High Risk Reviews, RETINA Real Time Fraud Monitoring, BSA Risk Assessment, FinCEN 314a, Regulatory Reporting (CTRs, SARS), FedWire and SWIFT Compliance, ISO 20022 compatibility, Dodd Frank Reg E Compliance, IRS Recordkeeping, and FATCA Withholding. The ECS Artificial Intelligence component is described as reducing alert review time by removing noise and automating repetitive tasks, with Robotic Process Automation (RPA) and an Entity Library, and model retraining within bank servers. The company describes a modular ecosystem allowing integration with other core systems, enabling customers to select individual modules from its product suites. Ocean Systems states dedicated technical support hours (8am–7pm, Monday to Friday). It is a Certified Vendor of the Federal Reserve Bank (FRB) and supports ISO 20022 migration strategy to align Fedwire with global payment standards, detailing releases of its products (FedLink, ECS, OFAC Server, RETINA) to support ISO 20022. The customer base is referenced as “some of our customers,” with an address provided at 3350 Virginia St. Suite 200 Coconut Grove, FL 33133-5341; a map link is included. The page does not provide explicit ICP criteria, pricing, engagement model, contract structure, geographic markets beyond a U.S. FRB certification, or quantified metrics, case examples, awards, or proofs beyond FRB certification and ISO 20022 support. It also does not state specific industries beyond “financial sector and banking industry” and does not identify targeted buyer roles or departments by name."
och-bltc.org,https://www.och-bltc.org,Our Community Hospital,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,
odleasing.com,https://www.odleasing.com,Old Dominion Truck Leasing,Freight Hauling (Rail and Truck),A-record Fallback,3,
oharainc.com,https://www.oharainc.com,O'Hara & Associates Inc,HR and Recruiting Services,Custom/Self-hosted,3,
ohiowine.com,https://www.ohiowine.com,Heineman Trucking,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
okanoassociates.com,https://www.okanoassociates.com,Okano Associates,HR and Recruiting Services,Custom/Self-hosted,3,
omega-peo.com,https://www.omega-peo.com,Omega Solutions,HR and Recruiting Services,A-record Fallback,3,
omnirecruiting.com,https://www.omnirecruiting.com,Omni Recruiting,HR and Recruiting Services,Custom/Self-hosted,3,
oncallmortgage.com,https://www.oncallmortgage.com,"On Call Employee Solutions, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
oneifbylandtours.com,https://www.oneifbylandtours.com,One If By Land Tours Inc,Air Couriers and Cargo Services,Google Workspace,3,"One If By Land Tours is a family-owned, non-travel-agent student tour operator with over 40 years of experience. It offers Tri-State Day Trip services compliant with Five Boroughs requirements, specifically targeting New York City area and related tri-state itineraries, with NY Metro and Carolinas departures listed for day trips and extended trips, and adult travel options. Services and programs explicitly mentioned include: Student Day Trips, Student Extended Trips, Adult Travel, Travel Club membership, and a brochure/request option. The company emphasizes buying power to reduce student costs. It positions itself as a former teacher–led organization with professionally trained and licensed tour directors, and notes a relationship with motorcoach operators through its American Bus Association membership. It highlights vendor relationships and a NYC Department of Education Vendor ID (ONE026000). It provides contact information and toll-free/local numbers. It asserts it accepts purchase orders and offers a NY Travel Club with free membership and quarterly newsletters, and provides a brochure request link. It claims over 40 years of experience and states it is not a travel agent but a student tour operator, with local, family-owned status and volume buying power. It references client testimonials from McKinley Washington D.C. and Sandra Paz praising trips and service. Geographic markets explicitly served include New York metro area and Carolinas, with tri-state day trips within five boroughs. Explicit differentiation points include buying power reducing student costs, being student tour operators rather than travel agents, former teacher management, licensed tour directors, ASA/ABA affiliations, and strong phone accessibility. The ICP (ideal customer profile) is not explicitly defined beyond being educational institutions or groups arranging student trips in the New York metro area (and Carolinas), with purchase orders accepted and DOE vendor involvement mentioned; no explicit customer personas, industries beyond education are stated. No explicit pricing model or contract structure beyond PO acceptance and brochure requests. No explicit proof beyond testimonials, vendor ID, ABA membership, and 40+ years of operation. The page does not provide explicit details on delivery cadence, engagement structure, or geographic limitations beyond NY Metro and Carolinas departures."
onlywaytotravel.com,https://www.onlywaytotravel.com,Only Way To Travel the,HR and Recruiting Services,Google Workspace,3,"Under Maintenance. The site currently states that it is not available and will be back shortly. No explicit information is provided about the company’s operations, services, programs, offerings, ICP, industries served, buyer roles, differentiation, delivery model, pricing, geography, metrics, proof, or any other details. Therefore, there is no factual content to define an ICP, specialization, or any of the requested categories. Not provided."
ontracktrans.com,https://www.ontracktrans.com,On Track Transportation,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
optimenergy.com,https://www.optimenergy.com,Optim Energy,HR and Recruiting Services,Custom/Self-hosted,3,
optimumstaffing.com,https://www.optimumstaffing.com,"Optimum Staffing, Inc",HR and Recruiting Services,Custom/Self-hosted,3,"Optimum Staffing Solutions positions itself as a staffing agency specializing in CDL drivers, warehouse, and manufacturing roles, offering staffing services for job seekers and employers. It claims 50+ years (and 50 years) of nationwide staffing industry expertise. The company asserts a nationwide reach (coast to coast) and emphasizes industry specialization in transportation and logistics. Services and offerings explicitly mentioned include: for job seekers — competitive pay, referral bonus, comprehensive benefits package, personalized career mapping. For clients/employers — industry-leading retention rate, 24/7 dedicated support team, customized workforce solutions. The firm highlights specialized solutions focused on CDL drivers, warehouse, and manufacturing roles, aiming to deliver a perfect fit for teams. It states a rigorous selection process and direct access to experts as part of a personalized approach, contrasting with generalized staffing firms. The company claims to provide pay (competitive wages), paid vacations and holidays, industry-leading full health package, 401K plan, and scheduling flexibility, with the philosophy that workers are treated as family. The offerings include permanent placements (Term & Perm Placements) and staffing for drivers, staff, and logistics, with new jobs added daily. It describes a focus on transportation and logistics sectors and markets services nationwide. The ICP elements explicitly stated include employers seeking reliable drivers, logistics professionals, or warehouse personnel, and job seekers seeking CDL driver, warehouse, or manufacturing roles. Explicit differentiation claims include: 50+ years of expertise, nationwide reach, specialized solutions (CDL, warehouse, manufacturing), industry-leading retention, 24/7 support, personalized/direct expert access, and a personalized approach versus large generalized firms. The geographic market is nationwide; no regional limitations beyond coast-to-coast. No pricing model, contract structure, or specific engagement model beyond “Term & Placements” and “Customized Workforce Solutions” is detailed. No case studies, metrics beyond “industry-leading retention rate” and “nearly 50 years of expertise” are provided. The page does not explicitly state client industries beyond transportation/logistics, nor explicit buyer roles beyond “clients & employers” and “team”/“experts.” It does not provide certifications or external rankings beyond internal claims. Explicitly not provided: detailed ICP beyond broad roles, explicit pricing, contract terms, or geographic limitations other than nationwide."
ortizbros.com,https://www.ortizbros.com,Ortiz Brothers Moving,Warehousing and Storage,Google Workspace,3,
osgglobal.com,https://www.osgglobal.com,OSG-Global,HR and Recruiting Services,A-record Fallback,3,
osogroup.com,https://www.osogroup.com,Oso Group Ltd,HR and Recruiting Services,Custom/Self-hosted,2,
ostny.com,https://www.ostny.com,Open Systems,HR and Recruiting Services,Google Workspace,2,
otdelivery.net,https://www.otdelivery.net,"O.T. Delivery System, Inc.",Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
pacesetterpersonnel.com,https://www.pacesetterpersonnel.com,Pacesetter Personnel Svc,HR and Recruiting Services,Google Workspace,3,
pacificlawjobs.com,https://www.pacificlawjobs.com,Pacific Law Recruiters,HR and Recruiting Services,A-record Fallback,3,
pacifictitlearchives.com,https://www.pacifictitlearchives.com,Pacific TItle Archives,Warehousing and Storage,Custom/Self-hosted,3,
packingmaterial.com,https://www.packingmaterial.com,Packing Material Co Inc,Transportation & Storage Other,A-record Fallback,3,
packshipusa.com,https://www.packshipusa.com,Packship Usa,Air Couriers and Cargo Services,Custom/Self-hosted,3,
palletservicesinc.com,https://www.palletservices.com,Pallet Services Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
palmertravel.com,https://www.palmertravel.com,Palmer Travel Inc,HR and Recruiting Services,A-record Fallback,3,
pambrostransport.com,https://www.pambrostransport.com,Pambros Transport Corp,Freight Hauling (Rail and Truck),Google Workspace,3,
pandmtrucking.com,https://www.pandmtrucking.com,P & M Trucking,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
paradisestaffingllc.com,https://www.paradisestaffingllc.com,Paradise Staffing,HR and Recruiting Services,Custom/Self-hosted,3,
parassoc.com,https://www.parassoc.com,"P.A.R. Associates, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
park-tours.com,https://www.park-tours.com,Park Tours Inc,HR and Recruiting Services,Custom/Self-hosted,3,
parkwayautotransport.com,https://www.parkwayautotransport.com,Parkway Transport,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
partridgeassociates.com,https://www.partridgeassociates.com,"Partridge Associates, Inc.",HR and Recruiting Services,Custom/Self-hosted,2,
pascale-lamorte.com,https://www.pascale-lamorte.com,"Pascale & Lamorte, Llc",HR and Recruiting Services,Custom/Self-hosted,3,
pastaffing.com,https://www.pastaffing.com,"P.A. Staffing Service, Inc.",HR and Recruiting Services,Custom/Self-hosted,1,
